year	Primary_Occupations	Main_income	Main_Ocupation	Member_ALCS	Member_ALCS_year	Member_Society	Member_Society_year	Member_WGGB	Member_WGGB_year	Member_NUJ	Member_NUJ_year	Member_ALLi	Member_ALLi_year	Member_Other	Member_Other_year	Starting_Year	Importance_Books	Importance_Newspapers	Importance_Magazines	Importance_Theatre	Importance_Audio	Importance_Digital	Importance_Other	Importance_Other_Name	Books_Fiction	Books_Travel	Books_Nonfiction	Books_Academic	Books_Professional	Books_Children	Books_NonfictionChildren	Books_Educational	Books_Games	Audio_Film	Audio_FilmDocu	Audio_TVDrama	Audio_TVDocu	Audio_Children	Audio_TVComedy	Audio_TVSoap	Audio_RadioFiction	Audio_RadioNonFiction	Audiovisuals	Broadcasting	Downloading	Online	Rental	hh_income_2021	indiv_income_2021	writing_income_2021	Earn_Publishers	Earn_SelfPublication	Earn_PublicLending	Earn_ALCS	Earn_Awards	Earn_Grants	Earn_Fellowship	Earn_Teaching	Earn_Lectures	Earn_Crowfunding	Earn_Journalist	Earn_ComResearch	Earn_Copywriter	Earn_BookEdit	Earn_Academic	Earn_Translation	Earn_Others	hh_income_2020	indiv_income_2020	writing_income_2020	Covid_Impact_Earnings	Covid_Impact_Earnings_Info	Covid_Impact_Profession	Covid_Impact_Profession_Info	agent	legal_advise	legal_advise_whom	Copyright_confidence	cowriter	Copyright_concerns	Copyright_understand	Changed_contract	Change_contract_attempt	Changed_contract_Negotiations	Negotiation_fee	Negotiation_royalty	Negotiation_licence	Negotiation_attribution	Negotiation_integrity	Negotiation_warranties	Negotiation_reversion	Negotiation_other	self_publishing	self_publishing_types	self_publishing_comments	self_publishing_paid	buyout	buyout_percentage	buyout_percentage_change	reverse_clause	reverse_clause_use	reverse_clause_furtherearnings	advance	advance_change	royalty_paid	royalty_rate_hardback	royalty_rate_paperback	royalty_rate_ebooks	royalty_ebook	royalty_ebook_change	moral_rights	moral_rights_percent	moral_rights_dispute	moral_rights_dispute_grounds	MR_dispute_grounds_addition	Contractual_changes	Contract_clauses	Negotiation_perception	gender	age_group	ethnicity	housesize	edu	Training	country	PostCode	international	Issues_Survey	previous_surveys	Prize_draw	hh_income_2018	indiv_income_2018	writing_income_2018
2022	1	0	Scriptwriter	1		0		1		0		0		0		2010	2	7	3	5	1	4	6		4	5	6	7	9	1	8	3	2					1	2				1	1	3	2	4	80000	45000	15000	1000	0	25	350	2500	0	0	150	300	0								60000	45000	10000	Increased moderately	Animation industry boomed in pandemic and I got lots more job offers than usual	Very positive impact	I managed to get a directing job for kids TV show in London but could do it from																																																											
home. Which is much easier for me as I have a daughter and need to look after her	1	Yes, as a matter of course	Agent	Moderately confident	1	No	0	1	1	My agent negotiated bigger fees and bigger percentage of royalties.	1	1	1	0	0	1	0	0	0				1	90-100%	Stayed the same	0			1	No change	Percentage of retail/publisher's price	40-59%	40-59%	40-59%	Percentage of retail/publisher's price	They have stayed the same	No		0					Improved	Non-binary	35-34	Asian	3	Degree	1	E	CV37				1																																																																													
2022	1	0	Journalist	1	2019	0		0		0		0		1	2017	2013	3	5	1	6	4	2	7		2	3	1	4	5	6	7	8	9									1	1			1		40000	22000	15000				3000					500		10000						8000	40000	10000	10000	Decreased moderately	 Fees have dropped or remained static while cost of living has increased. More competition from other freelance writers, and fewer commissions available. 	Negative impact	Pressure to take on small writing commissions to make ends meet. Little time and energy to focus on more ambitious projects.	0	Never		Less confident	0	Don't know	0	1	1	I requested a higher fee and was able to negotiate that. I also requested that the advance for a book be paid in three tranches rather than two. That was also successful.	1	0	0	0	0	0	0	1	0				1		Decreased	0			1	Slightly decreased	Percentage of net receipts	0-19%	0-19%				No		0			Smaller advance for a book contract	No	Improved	Female	35-44	White	2	Masters	1	E	E8				1			
2022	1	1	Author	1	No idea	1		0		0		0		1		1993	1	2	5	3	7	6	4		1	2	3	4	6	5	7	8	9										0					450			4500000		6000	150																	Increased moderately	No difference	No impact	I felt a bit depressed and lonely but nothing to make a fuss about	1	Yes, as a matter of course	Agent	Less confident	0	No	0	0	0		0	0	0	0	0	0	0	0	0				0			0			1	Slightly decreased	Percentage of net receipts	20-39%	0-19%	0-19%	Percentage of net receipts	They have stayed the same	No		0			No e	No	Not changed	Female	75-84	White	1	Secondary school	1	E	TQ2		No		1			
2022	1	0	Author	1		1		0		0		0		0		2002	2	4	3	5	6	1	7																				0					100000	17000	8000	6700		1000	300														105000	14000	11000	Increased moderately	I wrote and sold more books - not necessarily because of COVID, that's just what's happened in the last two years so it's hard to split out.	No impact	I did find it hard suddenly having my house full. Instead of having it to myself to work in peace, I had two teenagers and a young adult child living with us and my husband working from home. But I shut myself in my office and largely got on with it and at least we forced them into doing some of the housework and most of the cooking which saved me time.	1	Yes, as a matter of course	Agent	Less confident	0	No	0	1	1	Just negotiations by my agents on percentage of royalties.	0	1	1	0	0	0	0	0	0				0			0			1	Substantially decreased	Percentage of net receipts		0-19%	20-39%	Percentage of net receipts	They have stayed the same	Don't know		0			I am now working for a digital first publisher who don't offer advances but do offer a higher royalty and pay more frequently (every quarter). I really like that method.		Improved	Female	45-54	White	4	Masters	1	E	DE6		I was asked to rank my earnings in the first sections but many of the categories offered, I don't earn anything in at all - there was no way of indicating that.		1			
2022	1	1	13	1		1	2019	0		0		0		0		1991	3	4	1	5	6	2	7		2	3	4	5	1	6	7	8	9										0					50000	24000		0	0	0	0	0	0	0	0	5000	0	8000	4500	0	0	0	0	0	50000	24000		Decreased moderately		Negative impact		0	Yes, sometimes	Professional body/union	Very confident	0	No	1	0	0		0	0	0	0	0	0	0	0	1	Electronic publication	Self publishing is a route to nowhere, but it feeds an entire ecosystem of service providers. The accessibility of technology for writers to self-publish is creating an overwhelming volume of work, much of which finds only limited markets. This has undermined the value of work that might involve risk for traditional publishers.  There is a woeful polarity between the gargantuan sales at the top of the tree and the mess at our industry’s roots. Here is where most writers cannot survive as authors, and yet the self-publishing/writing ecosystem helps them to thrive and encourages them to convince themselves that a big break is just a matter of time. This is good for the ecosystem of advisers, editors, proof readers, designers, printers, runners of workshops and creative writing courses etc. But it may not be sustainable long term. At the top of the tree, the enormous amounts of money poured into marketing celebrity works and cookbooks for the obese, is shameful.	0	0			1	0		1	No change	Percentage of net receipts		40-59%	40-59%	Percentage of net receipts	They have stayed the same	No		0			I have not seen any new contract since 2019 so cannot answer this.	No.	Weakened	Female	65-74	White	2	Degree	1	E	TN19				1			
2022	1	1	Journalist	1		0		0		0		0		0		2010	2	1	3	4	5	6	7		2	3	1	4	5	6	7	8	9										0					28	28	28	1500					1000															Decreased moderately	Projects stopped, project development stopped.	Positive impact	I have no idea how I have survived, but I have.	0	Never		No confidence	1	Yes	0	0	0		0	0	0	0	0	0	0	0	0				0			0			0		Percentage of net receipts	0-19%					Don't know		0					Not changed	Female	55-64	White	2	Masters	1	E	NR1		No.		0			
2022	1	0	Author	1		0		0		0		0		0		2016	1	4	3	6	7	2	5		3	4	5	1	6	7	8	2	9			1							1			1		8000	8000		1399	0		88																	Decreased substantially		Very negative impact		0	Never		Moderately confident	1	Don't know	0	0			0	0	0	0	0	0	0	0	0				1	40-59%	Stayed the same	0			0		Percentage of net receipts	0-19%	0-19%	0-19%	Percentage of net receipts	They have stayed the same	Yes	1-9%	0					Weakened	Male	35-44	Black	4	PhD	1	Other		1	No		1			
2022	0	0	No longer writing (retired)	1	about 1980	0		0		0		0		1	About 1980	1980	1	3	2	4	5	6	7		3	4	2	5	1	6	7	8	9										0					75000	38000	150	0		25	125														78000	37000	125	Stayed the same	As a retired couple, we have probably saved by not travelling and this was balanced by reduced investment income.	No impact		0			Less confident	0	Yes			0		0	0	0	0	0	0	0	0	0				0			0			1		Percentage of retail/publisher's price		0-19%				Don't know		0			n/a retired			Female	65-74	White	2	Masters	1	E	CV9				1			
2022	0	0	Author	1		0		0		0		0		0		2013	1	3	2	4	5	6	7		1	2	3	4	5	6	7	8	9										0					34000	2000	500	50	250	50	150															1500	500	Decreased substantially		Very negative impact		0	Never		Very confident	0	No	1	0	0		0	0	0	0	0	0	0	0	1	Traditional publication		1	0			1	1	1	0		Percentage of net receipts	60-79%	0-19%	20-39%	Percentage of net receipts	They have gone down substantially	No		0					Not changed	Female	35-44	White	5 or more	Masters	1	W	NP19				1			
2022	1	1	Author	1	2010	1	2011	0		0		0		1	2011	2001	2	3	1	4	5	6	7	Please note: I don't do nos 3-7	2	3	4	5	1	6	7	8	9										0					32000	24000	8000	2900	125	1725	520					175		2500							34700	22800	11900	Decreased moderately	Loss of income from school visits, attendance at festivals etc, compounded by costs for these being tax deductible, so I'm paying more tax Some of my books are out of print, and Covid has impacted on how quickly they can be brought back into print - after personnel delays over revamping the covers, at the moment my publisher is waiting for paper supplies	Negative impact	I'm less productive -  I miss meeting with other people to stimulate me (no, Zoom isn't the same) and with fellow writers. I've not been able to meet up with my agent for two years, because she's shielding. I have had less writing time because of the demands of other people who are less busy than they used to be (and I've offended some by insisting I won't answer the phone in the morning because I need to work). I'm also supporting my composer husband morally - he's extremely stressed by Covid and is unable to work, which naturally upsets him. I'm not sure if I'm stressed or anxious, exactly, but I am more strung-up, and I'm definitely in mourning for a life I was happy in, and won't get back, between Brexit and Covid - for example, I don't see us travelling abroad any time soon. All this impacts on my professional life.	1	Yes, sometimes	Professional body/union	Less confident	0	No	1	1	1	It was a contract for appearing at a local writing festival, and was designed with music festivals in mind - the venue wanted to take a large % of merchandise, even though due to covid it was not selling books, but would only let me set up a table in the foyer to sell for myself. It also had a gagging clause - no appearances within three months either side of the festival - which I had already broken with a book launch and which I found totally unreasonable, given that I was a local author unable to travel off the islands due to covid - this was my only venue. I asked the SoA to comment on the provisions, and wrote myself to the organisers - who agreed that the contract was a one size fits all aimed at bands, and unsuitable for this festival. They sent me a new version with those clauses crossed out.	0	0	1	0	0	0	0	1	0				1	1-9%		1	0		1	Substantially decreased	Other	0-19%	0-19%	20-39%	Other	They have stayed the same	No		0					Not changed	Female	55-64	White	2	Masters	1	S	ZE2				1			
2022	1	0	Playwright	1		0		0		0		0		0		1983	2	4	3	1	5	6	7	Only 1 & 2.  None of the others	1	4	6	3	7	5	8	2	9										0			1	2	63000	30000	16500	16600	1600	0	800					800									70000	36000	18500	Decreased moderately	I had no school visits.																																																													
																																																																																																																																					
My publisher closed at the start of COVID which led to 25 plus books going out of print.																																																																																																																																					
Another publisher stepped in and took about 12 on which led to my being paid advances which bumped up my earnings which would otherwise have been decimated.																																																																																																																																					
Performance rights for plays stopped. One organisation who tours my plays decided to fund virtual alternatives. Once again this led to an artificial bumping up of my earnings.	Negative impact	I feel I have been very fortunate. It could have been desparate but in my situation with another regular income and the circumstances described above I wasn't unduly affected.	1	Yes, sometimes	Agent	Moderately confident	1	No	1	0	0		0	0	0	0	0	0	0	0	0				1			0			1	Slightly decreased	Percentage of retail/publisher's price	0-19%	0-19%	20-39%	Percentage of retail/publisher's price	They have stayed the same	No		0					Not changed	Male	55-64	White	2	Diploma	1	E	SO41				1																																																																											
2022	0	0	Author	1		1		0		0		0		0		2004	1	2	3	4	5	6	7		3	4	2	1	6	5	7	8	9										0																												Decreased moderately		Negative impact		0	Never		Moderately confident	0	No	1	1	1		0	0	0	1	1	0	0	0	0				0			1	0	0	1	No change	Percentage of net receipts	0-19%	0-19%	0-19%	Percentage of net receipts	They have stayed the same	No		0					Not changed	Male	55-64	White	1	Masters	1	E					1			
2022	1	1	Author	1		1		0		0		0		0		2013	1	3	4	5	6	7	2	Storytelling workshops in schools	2	3	4	5	6	1	7	8	9										0					17000	0	2100	0	450	0	68		4000			150									20000	0	4600	Decreased substantially	I get a lot of my income from going into schools to do Creative Writing / Storytelling workshops and book signings - this stopped almost completely during COVID and has not yet resumed.	Very negative impact	I've just been stuck in the house and we have been reliant on my wife's earnings from the NHS which has been very demoralizing and stressful.	0	Never		Less confident	0	No	0	0	0		0	0	0	0	0	0	0	0	0				0			0			0		Other		80-100%				No		0						Male	55-64	White	4	PhD	1	W	CF37		NO except that some of the questions didn't really relate to me.		1			
2022	1	1	13	0		0		0		0		0		0		2014	4	5	3	7	6	1	2	Copywriting for websites	2	3	1	4	5	6	7	8	9										0					27000	27000	27000	40										27000							21700	21700	3600	Decreased moderately	It's difficult to say, as I only started freelancing full-time right before the start of the pandemic. My earnings in 2021/22 have been significantly higher than 2020/21, but that could be due to a number of factors. 	No impact	It's genuinely hard to say. I was making less money, but enough to cover all of my expenses (my cost of living is quite low) without dipping into savings, so I wasn't overly stressed. I was basically kept afloat by a group of supportive editors who continued to give me work. These were primarily contacts established pre-pandemic. 	0	Never		No confidence	0	No	1	1	1	Negotiating rates	1	0	0	0	0	0	0	0	0				0			0			0		Other						Don't know		0					Improved	Female	35-34	Mixed	3	Degree	1	E	N4				1			
